pharmacyID,medicineID,quantity,discount
4891,31992,4612,0
4891,27898,4037,0
4891,49234,4077,0
4891,4511,4099,20
4891,39858,766,20
4891,23841,4781,10
4891,10156,6254,0
4891,24321,364,0
4891,37433,3890,20
4891,30923,6150,30
4891,24118,7675,30
4891,49172,7492,30
4891,13986,8387,10
4891,33356,9307,0
4891,13793,4852,10
4891,27296,9354,20
4891,14596,3458,30
4891,17092,4938,30
4891,48335,2785,30
4891,36892,8143,0
4891,29212,751,30
4891,41526,9997,20
4891,19669,4738,0
4891,835,7277,20
4891,8519,7744,10
4891,40211,3589,20
4891,4841,5610,10
4891,45906,9387,20
4891,2590,1110,30
4891,42921,3914,10
4891,48666,6332,30
4891,33057,1872,0
4891,10087,6434,0
4891,44813,9404,0
4891,40313,224,20
4891,27975,5841,0
4891,36232,1910,10
4891,27749,3564,30
4891,49832,4051,20
4891,27298,6222,20
4891,39840,7021,20
4891,13329,6717,20
4891,32474,5540,20
4891,43216,855,20
4891,46452,5875,0
4891,47269,7846,20
4891,8110,5931,10
4891,28266,7443,30
4891,41850,4753,10
4891,21947,5139,30
4891,13366,1314,20
4891,24291,8594,0
4891,51324,7688,10
4891,28772,1224,10
4891,53052,4873,0
4891,6704,1092,0
4891,37315,6991,0
4891,17047,3281,20
4891,25179,1310,20
4891,35129,7291,0
4891,37325,5586,0
4891,13766,2003,20
4891,22163,6024,20
4891,50019,5529,20
4891,32349,527,30
4891,15894,5901,10
4891,13147,3835,30
4891,34878,746,20
4891,43558,391,30
4891,28916,6815,20
4891,8935,1255,30
4891,30723,1493,20
4891,9260,2844,20
4891,20967,924,20
4891,24103,440,30
4891,37472,5766,30
4891,43486,2418,10
4891,46168,9557,20
4891,20283,2419,0
4891,6567,601,20
4891,45801,548,10
4891,22275,5021,10
4891,20882,7246,30
4891,45657,6649,0
4891,37581,6547,0
4891,31346,6758,20
4891,5935,8902,30
4891,33352,5391,20
4891,42782,4696,10
4891,26471,7942,30
4891,8246,9483,0
4891,15447,8527,20
4891,51783,4597,0
4891,8610,5501,20
4891,39157,943,30
4891,4572,536,20
4891,13600,6694,10
4891,39956,4287,0
4891,16528,2254,10
4891,44811,8334,30
4891,2683,6211,10
4891,19727,9609,10
4891,18582,380,0
4891,26036,2209,0
4891,4673,7855,30
4891,15280,1734,30
4891,53012,6680,0
4891,12099,7757,0
4891,1732,9911,10
4891,2056,3920,0
4891,38367,1124,30
4891,10851,3823,0
4891,10298,2993,30
4891,31772,879,20
4891,12068,7657,10
4891,45809,4645,20
4891,48647,6430,30
4891,12383,8723,10
4891,45432,3699,10
4891,47352,5518,0
4891,8371,8792,20
4891,12716,6617,20
4891,15204,676,10
4891,1343,8415,20
4891,16222,893,20
4891,746,7322,10
4891,13235,3110,0
4891,30024,8470,20
4891,45443,2939,20
4891,41722,1757,10
4891,25859,3183,10
4891,38781,3560,20
4891,2116,6906,0
4891,29739,462,30
4891,3,295,10
4891,44967,4076,30
4891,6939,7981,30
4891,7342,9469,10
4891,10440,2794,10
4891,33357,6498,0
4891,41026,6918,30
4891,30300,5155,30
4891,39123,391,20
4891,1707,7044,20
4891,35446,3174,10
4891,4182,9439,0
4891,47684,7011,20
4891,14029,9974,20
4891,7258,8500,0
4891,22717,6372,20
4891,21962,5694,0
4891,16457,6670,10
4891,12974,4603,10
4891,29257,2452,30
4891,14306,9681,10
4891,17831,4585,30
4891,6557,8920,20
4891,38784,3410,20
4891,25015,1070,10
4891,39536,1377,30
4891,44439,8147,20
4891,8129,311,20
4891,11208,5517,0
4891,38998,3118,0
4891,26037,8004,20
4891,47943,3988,10
4891,52693,3530,20
4891,34163,3235,10
4891,7996,1629,20
4891,49744,7165,0
4891,20842,7546,30
4891,30024,480,0
4891,19607,4454,20
4891,14386,5040,0
4891,5664,8706,30
4891,27665,9038,20
4891,16389,1863,0
4891,33110,7373,20
4891,10906,3921,10
4891,2600,4630,0
4891,41568,2420,30
4891,17510,1724,10
4891,41778,7304,10
4891,37633,1776,20
4891,22931,5085,0
4891,42011,7634,20
4891,12987,3484,20
4891,34234,24,20
4891,5055,152,30
4891,48731,7898,20
4891,51775,3714,10
4891,43966,8264,20
4891,29746,6664,20
4891,46757,2798,10
4891,8239,4129,10
4891,2847,324,30
4891,12911,9220,20
4891,46643,5970,10
4891,22216,1621,10
4891,52458,3782,20
4891,38556,5344,10
4891,831,3658,10
4891,46115,5077,20
4891,24668,301,20
4891,24312,1117,30
4891,18872,1579,30
4891,38703,4549,10
4891,49618,5638,30
4891,2761,7792,30
4891,3446,1942,0
4891,7210,3108,0
4891,22165,5506,10
4891,5548,9770,30
4891,35998,9053,20
4891,13043,2043,30
4891,46542,3781,30
4891,43847,1480,0
4891,22217,3244,10
4891,15612,2387,0
4891,24116,2475,10
4891,18997,2764,10
4891,14532,6321,30
4891,21042,7426,0
4891,42927,2468,0
4891,13865,6754,0
4891,2328,2401,30
4891,21503,200,10
4891,16822,7889,30
4891,46723,58,10
4891,25976,6961,30
4891,24030,5163,20
4891,37335,277,0
4891,432,717,30
4891,20400,2529,20
4891,41983,5223,0
4891,42584,3090,10
4891,39445,1137,30
4891,27320,4527,10
4891,1351,652,0
4891,31969,934,0
4891,36990,9147,10
4891,17834,7860,30
4891,20945,4675,30
4891,36047,8981,30
4891,4855,2381,20
4891,26974,9203,0
4891,14534,7901,30
4891,29803,615,0
4891,11747,797,0
4891,8429,358,30
4891,16007,8032,10
4891,16091,749,0
4891,4381,1495,10
4891,38860,3562,20
4891,1927,5845,30
4891,42423,9439,0
4891,7219,3502,20
4891,28232,680,0
4891,10436,3098,30
4891,40726,5854,0
4891,569,7591,20
4891,13281,869,20
4891,16271,3854,10
4891,3977,2781,30
4891,13438,1739,10
4891,22248,4522,20
4891,48543,5516,30
4891,21689,1737,0
4891,5124,1,30
4891,8496,2959,20
4891,45925,653,10
4891,24057,7919,30
4891,31456,2400,20
4891,10300,1113,10
4891,48990,3780,0
4891,40902,9420,0
4891,47142,8406,10
4891,6875,3604,20
4891,37128,9503,10
4891,50175,6745,30
4891,16938,9134,30
4891,17664,919,20
4891,47884,1463,0
4891,41044,2652,30
4891,29260,5938,10
4891,24892,8843,30
4891,28117,6879,30
4891,25417,1859,30
4891,37903,4466,30
4891,7117,2635,0
4891,18402,8423,30
4891,39609,5694,10
4891,37178,6927,0
4891,15671,6139,30
4891,53239,6013,10
4891,19340,4835,20
4891,13981,3993,10
4891,43369,2283,20
4891,52516,8192,10
4891,33331,1375,0
4891,19429,5105,30
4891,1848,7810,10
4891,24891,8943,20
4891,7250,3046,20
4891,13188,3027,10
4891,11555,2002,10
4891,17690,140,10
4891,3905,5091,30
4891,34743,1494,20
4891,2408,5967,10
4891,19294,6744,10
4891,36478,6117,20
4891,52387,4551,0
4891,49589,4111,30
4891,42018,3133,0
4891,51759,4667,30
4891,37567,5001,20
4891,27957,3977,10
4891,20576,3938,0
4891,5153,8278,10
4891,3103,1897,10
4891,17580,7040,20
4891,5011,6097,20
4891,47363,4462,30
4891,9963,5099,20
4891,27426,6085,20
4891,33014,4280,10
4891,19262,9926,20
4891,31734,4598,10
4891,11475,331,30
4891,4384,1326,20
4891,17440,3715,10
4891,14498,3438,20
4891,28376,5207,10
4891,42630,150,30
4891,4051,9994,0
4891,8114,8078,20
4891,44231,4201,10
4891,29325,5928,0
4891,19707,4707,10
4891,48739,3858,10
4891,49874,6470,0
4891,27610,5614,20
4891,40204,5447,10
4891,16939,692,0
4891,52493,4144,20
4891,4614,1245,30
4891,44949,4206,30
4891,31577,8500,30
4891,18528,4480,10
4891,38744,4152,20
4891,41144,5303,20
4891,40732,7336,10
4891,50337,9514,20
4891,26443,8412,10
4891,48376,7921,0
4891,16186,2474,20
4891,45576,2595,0
4891,15244,32,20
4891,12716,8640,0
4891,27020,958,0
4891,39430,4023,0
4891,46128,118,0
4891,7913,5873,10
4891,40605,2614,10
4891,10461,954,30
4891,16972,36,10
4891,12356,3540,20
4891,40362,5403,30
4891,41656,4767,30
4891,23653,2748,20
4891,17053,5458,30
4891,3349,1471,10
4891,20631,2153,10
4891,27084,542,0
4891,36523,2815,30
4891,16793,7133,10
4891,9163,4546,10
4891,12459,9727,20
4891,6364,1608,30
4891,3993,967,20
4891,23137,6251,30
4891,34278,3104,30
4891,6004,8944,30
4891,37465,7321,20
4891,26354,337,0
4891,7690,6779,0
4891,33481,6259,30
4891,25264,2472,0
4891,17472,4306,10
4891,23031,9039,20
4891,21538,3971,10
4891,26861,4179,30
4891,12004,793,0
4891,37645,5142,0
4891,15380,8801,20
4891,47666,5038,20
4891,16760,7747,10
4891,50175,1353,10
4891,14909,1400,0
4891,18995,5885,10
4891,41315,432,0
4891,38829,547,20
4891,30655,2213,20
4891,10689,7429,10
6611,36449,4357,30
6611,23209,5047,0
6611,14534,7049,10
6611,53380,1095,30
6611,26678,4698,10
6611,32088,4934,30
6611,2208,2946,0
6611,52347,3747,0
6611,17576,4856,30
6611,49604,3031,20
6611,23316,1882,30
6611,2731,7108,0
6611,11484,8517,20
6611,47184,2479,20
6611,51319,4776,30
6611,32135,9570,20
6611,17321,2765,0
6611,33586,214,10
6611,20146,6771,20
6611,6995,963,10
6611,4405,4217,30
6611,25656,3775,10
6611,43242,6157,30
6611,34868,5671,30
6611,41024,7531,30
6611,3868,6113,30
6611,38192,6638,0
6611,22077,4533,30
6611,5225,1130,0
6611,36481,7929,10
6611,21797,8565,20
6611,32310,3011,0
6611,22093,181,30
6611,13896,2395,30
6611,35065,3155,20
6611,12904,7718,10
6611,8101,6603,20
6611,27135,2982,0
6611,46527,3641,20
6611,37289,2836,0
6611,50652,4793,30
6611,39377,5528,10
6611,35038,9284,0
6611,48103,3765,0
6611,52484,6686,10
6611,32343,5625,0
6611,27487,241,10
6611,32013,8963,10
6611,43568,7801,10
6611,28718,777,10
6611,29357,386,10
6611,19872,2650,20
6611,20803,7200,30
6611,3686,8634,30
6611,36711,9999,30
6611,26236,7390,30
6611,47988,2,10
6611,9174,2258,30
6611,16695,9927,20
6611,20948,8134,30
6611,29842,4567,0
6611,4744,2029,0
6611,22047,9647,20
6611,40850,3995,20
6611,24860,9590,10
6611,18919,7506,20
6611,24061,3668,0
6611,30238,9170,0
6611,1103,2535,20
6611,50315,634,0
6611,16132,4421,30
6611,24256,2241,10
6611,40587,1462,30
6611,6570,513,30
6611,37585,2205,20
6611,21616,1361,20
6611,49669,7378,10
6611,49051,1780,0
6611,20613,5585,20
6611,44311,4753,10
6611,38848,2336,0
6611,13583,4209,10
6611,15999,9404,30
6611,8880,6290,10
6611,17706,9245,20
6611,9308,5322,0
6611,33884,8163,30
6611,29374,9698,30
6611,27372,5042,0
6611,9909,7030,20
6611,41410,7243,30
6611,30670,9318,10
6611,4196,6103,20
6611,14275,664,30
6611,28447,7736,10
6611,26139,1237,30
6611,51908,2669,20
6611,35825,1055,20
6611,12883,3440,10
6611,31557,7152,0
6611,4810,2138,10
6611,26777,2039,0
6611,15019,7659,20
6611,50284,3644,30
6611,32533,7347,30
6611,6102,5501,30
6611,35232,9940,10
6611,2615,8846,20
6611,53003,9677,10
6611,45966,2762,10
6611,2734,4138,0
6611,47929,3782,20
6611,10026,4545,20
6611,52023,913,10
6611,1680,3279,20
6611,22408,1896,30
6611,30964,7039,20
6611,27080,7680,0
6611,45777,7606,0
6611,37711,2283,20
6611,30653,7479,20
6611,15567,6146,0
6611,13755,8310,30
6611,10506,6540,30
6611,5918,8379,0
6611,15855,2701,10
6611,27815,3209,20
6611,33454,5837,20
6611,3804,7122,10
6611,52663,5121,0
6611,6623,1432,20
6611,46879,8617,10
6611,22271,9828,20
6611,44217,8747,30
6611,11172,3405,10
6611,49414,2768,20
6611,39664,1756,30
6611,19067,7395,0
6611,11745,4878,20
6611,8989,4691,20
6611,254,760,0
6611,27215,8573,30
6611,22751,233,10
6611,23706,6026,10
6611,6565,8305,10
6611,51678,7427,20
6611,5844,1072,30
6611,7619,7060,30
6611,31045,908,10
6611,22826,120,30
6611,18630,4914,10
6611,49428,418,30
6611,15171,5307,0
6611,20525,4942,0
6611,32497,6747,10
6611,32475,6547,20
6611,25265,1910,0
6611,4767,2763,0
6611,36366,8037,10
6611,474,5765,10
6611,36982,2328,0
6611,843,2434,0
6611,20703,8433,0
6611,47049,9853,30
6611,16094,5046,10
6611,26941,4335,30
6611,13476,2516,0
6611,19360,2252,20
6611,30566,8179,0
6611,24626,3198,20
6611,3256,9135,0
6611,21317,3438,30
6611,13981,4057,20
6611,50071,3543,30
6611,34775,2499,30
6611,47931,2204,10
6611,35735,986,30
6611,4216,9217,30
6611,50879,6082,30
6611,12229,872,10
6611,40420,4887,20
6611,29383,2236,20
6611,33520,9388,20
6611,30807,2209,0
6611,38574,8304,0
6611,48185,5378,0
6611,33168,8216,10
6611,20875,3106,10
6611,44084,3891,30
6611,33068,8850,20
6611,4293,4625,20
6611,45032,735,0
6611,26732,3151,20
6611,46893,1210,30
6611,20290,2541,20
6611,11412,5085,20
6611,33806,8987,30
6611,51734,6399,30
6611,18793,3981,20
6611,9711,7275,0
6611,38006,2721,0
6611,47126,9792,10
6611,6425,7984,30
6611,11753,2481,0
6611,45326,8187,0
6611,32299,4674,30
6611,5925,6140,20
6611,48392,1452,20
6611,25727,3872,20
6611,33774,1126,30
6611,48522,1689,0
6611,52558,9773,10
6611,29763,7922,20
6611,34628,974,30
6611,21024,3607,10
6611,1133,6712,0
6611,41948,5091,0
6611,44904,1075,0
6611,43884,6756,30
6611,50103,1998,30
6611,35943,8002,20
6611,47800,9545,20
6611,23914,3244,10
6611,45411,3785,0
6611,2879,1520,30
6611,37898,7312,0
6611,10782,35,0
6611,47504,3365,30
6611,37015,1825,0
6611,7341,7733,30
6611,42585,9970,10
6611,4214,7208,20
6611,9110,1805,0
6611,17063,274,10
6611,4347,6378,20
6611,22328,950,0
6611,38888,501,0
6611,41678,9640,30
6611,33292,1890,20
6611,3387,6115,0
6611,1004,9724,0
6611,27534,8839,20
6611,50699,2018,20
6611,40163,3481,10
6611,46165,9624,10
6611,39172,4395,20
6611,24940,1561,30
6611,36597,7139,10
6611,22209,9237,10
6611,26982,6600,10
6611,38049,8157,0
6611,28887,5041,10
6611,50315,6944,20
6611,4737,1741,10
6611,9279,532,10
6611,613,7563,0
6611,21426,9361,0
6611,34791,5791,0
6611,19413,7222,0
6611,3067,5395,30
6611,24601,4165,10
6611,36832,3103,20
6611,48861,5058,10
6611,17983,5221,20
6611,23904,2431,0
6611,23891,542,0
6611,20584,6582,0
6611,42257,8874,30
6611,16838,6380,0
6611,40887,2397,20
6611,50408,9444,30
6611,42755,9623,20
6611,29119,3604,20
6611,30640,479,10
6611,32466,6874,20
6611,32926,921,0
6611,29026,2971,0
6611,15894,3190,10
6611,25361,9695,20
6611,3190,4729,10
6611,12509,2371,30
3348,9638,1683,10
3348,49429,5952,10
3348,41956,1664,0
3348,4440,3202,10
3348,31677,7191,20
3348,4996,1900,10
3348,45192,8796,20
3348,23226,8798,0
3348,29941,4960,10
3348,18099,8403,0
3348,28224,7966,30
3348,49101,1911,10
3348,48713,7917,20
3348,2358,6466,0
3348,16853,5245,10
3348,51867,3189,0
3348,19668,3131,0
3348,4802,6707,30
3348,14208,6931,30
3348,24535,3083,20
3348,15671,6103,0
3348,40070,3210,10
3348,7495,9579,20
3348,36643,6404,30
3348,3807,6412,0
3348,14860,9967,0
3348,36276,3653,30
3348,19435,5504,30
3348,11723,1080,0
3348,13358,5779,30
3348,16247,6831,30
3348,15991,7127,30
3348,25028,7038,10
3348,30747,3043,0
3348,5066,5416,10
3348,30886,9190,30
3348,11600,4329,20
3348,25420,649,0
3348,33747,7581,20
3348,19299,5882,0
3348,50450,9447,30
3348,25682,4682,30
3348,53054,589,30
3348,2150,388,20
3348,13913,5641,20
3348,18792,5615,30
3348,23548,9175,0
3348,2856,7360,0
3348,37482,796,0
3348,15232,9613,30
3348,20414,7534,0
3348,11591,3456,0
3348,33147,4293,0
3348,42699,9990,30
3348,30433,5285,10
3348,15529,6273,30
3348,42407,7392,30
3348,47603,103,0
3348,52932,92,20
3348,25407,8682,0
3348,48224,680,20
3348,27029,2959,10
3348,446,2073,20
3348,35694,696,10
3348,9625,8251,0
3348,50935,7242,20
3348,47024,2240,30
3348,22141,6640,30
3348,51445,4136,30
3348,47995,6106,10
3348,38257,2667,0
3348,35124,6507,30
3348,37859,8479,30
3348,15707,6007,30
3348,19289,945,10
3348,36065,5962,0
3348,23243,8194,10
3348,31871,3784,20
3348,6436,1435,30
3348,7893,7938,0
3348,26668,1963,20
3348,49401,2456,10
3348,22800,8112,20
3348,50375,1805,10
3348,51705,6398,10
3348,39971,8339,20
3348,20748,670,10
3348,50377,1465,10
3348,31135,9398,0
3348,52622,9540,30
3348,9838,8877,30
3348,4012,9446,20
3348,4648,5305,30
3348,5828,7284,20
3348,27579,2531,30
3348,23493,5062,30
3348,21874,3146,0
3348,40955,7803,20
3348,45706,5722,0
3348,36401,2753,10
3348,47496,552,30
3348,44721,9308,0
3348,39608,9283,20
3348,22243,2583,30
3348,9281,4859,30
3348,37472,3201,30
3348,33599,4520,0
3348,3017,1575,10
3348,40993,4319,30
3348,26963,7211,0
3348,30321,4977,20
3348,47432,4129,10
3348,30790,6553,10
3348,7634,7052,20
3348,8122,3403,10
3348,18996,8338,20
3348,15925,8994,10
3348,29596,5660,30
3348,42253,4590,0
3348,9464,3955,20
3348,22663,8972,10
3348,32705,8279,20
3348,41911,434,10
3348,53139,8675,30
3348,20581,6504,10
3348,26143,8643,30
3348,42531,9151,10
3348,37114,6436,20
3348,6888,3885,0
3348,50231,9931,0
3348,22014,8946,20
3348,3837,6393,0
3348,16119,8772,30
3348,6307,5243,20
3348,44346,836,30
3348,41856,519,20
3348,8900,3973,10
3348,5727,8488,10
3348,35758,1086,30
3348,16318,9336,10
3348,4982,777,30
3348,20545,6719,30
3348,48796,8118,0
3348,419,4648,10
3348,21060,6145,20
3348,13486,9445,10
3348,8316,5810,20
3348,26868,793,10
3348,4362,4428,0
3348,2429,3284,30
3348,47000,829,20
3348,11176,3994,30
3348,26817,9783,0
3348,33336,2142,10
3348,12473,5840,30
3348,29391,2692,0
3348,16182,6911,20
3348,22949,1876,0
3348,45322,6684,30
3348,36607,3877,10
3348,7666,133,10
3348,3704,1401,10
3348,10528,4330,30
3348,33536,341,20
3348,10930,7563,20
3348,51443,7482,10
3348,14852,1520,30
3348,41274,9661,20
3348,16728,6036,10
3348,21729,388,0
3348,2394,6708,30
3348,2334,36,10
3348,46299,7388,10
3348,44154,9005,0
3348,51668,126,20
3348,14628,9171,0
3348,39105,3973,30
3348,28165,8308,0
3348,38223,477,10
3348,2741,50,0
3348,18730,7341,30
3348,1792,8500,30
3348,8380,5457,30
3348,38099,7042,10
3348,5617,635,20
3348,10939,626,10
3348,1378,4732,20
3348,52431,7132,20
3348,22001,7514,30
3348,34652,6049,30
3348,5437,6034,30
3348,49999,980,10
3348,29145,5574,30
3348,26953,2975,20
3348,18686,9462,0
3348,18459,9327,20
3348,49359,9828,10
3348,42450,767,30
3348,39626,5833,10
3348,10544,6655,20
3348,23762,3641,10
3348,41688,5465,0
3348,15080,2772,30
3348,35883,9676,20
3348,49252,5611,30
3348,46846,8928,10
3348,5038,1929,20
3348,38125,3131,0
3348,43486,8940,10
3348,21987,6006,20
3348,24657,4889,30
3348,13787,7670,0
3348,15654,611,0
3348,3372,4372,20
3348,27287,8467,0
3348,38614,9161,10
3348,46921,8587,20
3348,23214,6318,0
3348,22064,4886,0
3348,14767,1768,20
3348,26256,4757,20
3348,23416,8982,30
3348,32658,6031,0
3348,22481,6268,0
3348,33484,1030,20
3348,2457,6238,10
3348,4906,1111,20
3348,19746,8053,20
3348,18396,6182,0
3348,40891,8704,20
3348,7705,4363,10
3348,48436,3289,0
3348,18889,3404,20
3348,17837,8061,0
3348,51597,2433,20
3348,50195,6363,0
3348,36119,8598,0
3348,43938,3095,0
3348,48404,7501,20
3348,6955,1946,10
3348,15087,6568,30
3348,11686,1462,20
3348,9513,183,0
3348,38490,6657,0
3348,1721,9985,10
3348,44466,198,20
3348,23550,210,10
3348,31640,5212,20
3348,13516,9067,20
3348,1150,1017,20
3348,21692,1230,10
3348,30784,2471,0
3348,4528,6743,10
3348,25497,3905,30
3348,42181,5900,20
3348,40491,1796,20
3348,25484,2144,0
3348,13922,2644,0
3348,22617,1265,0
3348,30228,7777,30
3348,49044,1707,0
3348,38789,3114,10
3348,11878,5789,20
3348,17912,8423,10
3348,18704,4604,10
3348,16907,260,30
3348,46440,4078,0
3348,34798,7110,20
3348,26688,7069,30
3348,10472,6875,10
3348,46440,973,30
3348,10114,7366,30
3348,15532,4214,10
3348,37616,9335,30
3348,36788,4744,0
3348,43730,4109,10
3348,6804,6379,10
3348,17732,6942,20
3348,44518,7048,0
3348,12836,3485,10
3348,17882,140,10
3348,42975,9991,0
3348,23339,5588,10
3348,16536,1021,10
3348,21119,4081,0
3348,14168,8083,30
3348,29041,4156,10
3348,50972,2585,10
3348,1688,6371,20
3348,5059,8546,0
3348,577,406,0
3348,17643,5206,20
3348,15539,6707,0
3348,43825,7522,0
3348,41821,1392,30
3348,27982,4762,0
3348,45867,6407,0
3348,38511,3442,0
3348,998,7553,20
3348,7759,8897,0
3348,43823,3190,20
3348,30648,9135,20
3348,13828,6923,20
3348,47994,4483,10
3348,46783,8367,30
3348,30236,5618,0
3348,17709,4536,30
3348,32120,8918,30
3348,47635,6269,10
3348,25439,6571,30
3348,22429,2819,10
3348,43495,6861,10
3348,19734,8237,10
3348,30852,8224,0
3348,51754,7946,30
3348,12765,7755,0
3348,16143,3316,30
3348,52262,4171,0
3348,46717,3375,10
3348,16507,822,30
3348,11635,2732,30
3348,28528,6877,20
3348,1312,4624,20
3348,34920,4593,20
3348,49973,423,30
3348,11509,5924,30
3348,39609,5068,0
3348,29775,2466,10
3348,51741,6659,20
3348,9833,2257,0
3348,10014,4320,20
3348,35252,1803,10
3348,37890,951,10
3348,20629,1015,0
3348,44368,9818,10
3348,52162,3110,0
3348,24645,3341,10
4137,29204,9648,20
4137,11402,5153,20
4137,43758,9690,30
4137,9840,3523,10
4137,46851,9707,0
4137,24830,6825,20
4137,47886,9956,30
4137,52788,636,10
4137,31537,832,20
4137,28102,8134,10
4137,48261,6585,20
4137,24543,6146,30
4137,50332,8397,20
4137,922,6493,10
4137,5112,43,20
4137,8278,9534,0
4137,6368,808,0
4137,23575,6225,0
4137,1737,3248,20
4137,14479,9732,10
4137,48768,2774,0
4137,27611,3264,30
4137,29177,5049,0
4137,29220,5925,30
4137,20652,3953,20
4137,23498,7779,10
4137,5126,5710,20
4137,8745,9084,0
4137,16009,3931,20
4137,20363,6821,20
4137,17603,2310,0
4137,38486,7966,30
4137,39261,3715,30
4137,30790,5565,0
4137,37087,8780,10
4137,8326,3603,0
4137,39549,9930,10
4137,8452,585,30
4137,22464,2060,10
4137,9882,6829,10
4137,8129,2758,10
4137,33022,5703,0
4137,11986,6393,20
4137,5990,6533,20
4137,14795,2790,10
4137,13888,1032,20
4137,9326,8587,20
4137,13652,7774,20
4137,38932,6861,10
4137,1357,1395,30
4137,11303,6291,10
4137,28575,6695,10
4137,36228,4451,30
4137,6875,6748,10
4137,50083,948,20
4137,251,5780,10
4137,48479,3848,30
4137,17862,7218,0
4137,53103,6860,0
4137,4902,7149,30
4137,40632,7670,10
4137,16743,1925,30
4137,45486,6883,20
4137,19027,9217,20
4137,23685,8270,20
4137,28187,9813,30
4137,17816,8281,0
4137,37626,491,10
4137,27953,8279,0
4137,36018,7924,0
4137,48430,6651,0
4137,51156,6219,30
4137,37879,7745,30
4137,38390,5950,10
4137,37894,1099,10
4137,51852,8400,10
4137,36990,2707,20
4137,19014,2450,30
4137,1844,8877,30
4137,1610,5444,0
4137,10001,9825,20
4137,7197,6171,10
4137,41285,8450,30
4137,42608,4481,10
4137,28497,494,0
4137,5584,3718,0
4137,47603,4155,10
4137,38426,673,30
4137,1673,4764,20
4137,29620,8616,10
4137,23727,2171,30
4137,30893,7097,0
4137,10299,2478,20
4137,2844,2658,30
4137,10546,2,30
4137,35108,6572,10
4137,49635,7336,20
4137,29080,4343,20
4137,22323,8279,30
4137,18883,8856,0
4137,24473,6427,0
4137,13081,6110,20
4137,45091,8743,30
4137,36277,1331,0
4137,15478,3464,0
4137,7837,1874,0
4137,47154,6359,0
4137,53433,251,20
4137,15917,3161,0
4137,15548,7161,10
4137,39238,6855,30
4137,4259,5144,20
4137,19842,9713,20
4137,53106,8767,0
4137,26380,5774,30
4137,23088,8562,20
4137,21021,4614,30
4137,48626,1685,30
4137,15736,3854,0
4137,42410,9102,0
4137,15107,3604,20
4137,37621,1385,10
4137,3012,8666,20
4137,27195,5788,10
4137,24764,551,10
4137,45046,503,30
4137,10663,7534,20
4137,40548,2638,30
4137,38051,5932,0
4137,17706,2785,30
4137,13599,952,0
4137,21814,3576,30
4137,35091,3708,10
4137,16122,7039,30
4137,31978,408,0
4137,17305,246,0
4137,45053,7076,0
4137,2341,6272,30
4137,50358,2461,30
4137,4313,2863,30
4137,38726,9988,30
4137,31014,501,20
4137,26530,4049,20
4137,9077,1029,30
4137,6812,9103,0
4137,7604,6149,0
4137,18486,8511,30
4137,49363,3316,30
4137,52352,963,10
4137,25015,6021,30
4137,24259,3134,20
4137,48228,2721,10
4137,50180,4653,0
4137,26941,4880,0
4137,25224,7228,20
4137,47311,6106,0
4137,15336,257,10
4137,37126,4247,30
4137,39790,2545,0
4137,17324,9023,0
4137,9529,1350,0
4137,46718,8960,10
4137,18901,3101,20
4137,5745,6297,10
4137,45269,777,0
4137,30339,4177,10
4137,6235,9024,10
4137,6925,6619,10
4137,15644,3113,0
4137,24020,2629,30
4137,51734,3397,0
4137,22286,7084,30
4137,7241,8740,30
4137,755,7005,10
4137,38403,2755,30
4137,46139,3923,20
4137,52031,4454,30
4137,12559,7032,10
4137,41990,383,0
4137,36153,1971,10
4137,6996,8873,20
4137,51671,982,20
4137,51393,1839,20
4137,30496,4736,0
4137,40998,2167,30
4137,45996,1045,20
4137,2390,9326,30
4137,24008,7395,20
4137,29432,4104,10
4137,37664,6819,10
4137,42972,3322,20
4137,7798,9704,10
4137,13282,2666,30
4137,31449,7177,20
4137,29581,9400,20
4137,2844,2754,10
4137,41044,9729,10
4137,27498,5332,0
4137,45876,7608,10
4137,25289,6291,30
4137,47848,762,0
4137,37786,8052,10
4137,33636,2304,0
4137,38197,9876,20
4137,5006,6405,0
4137,3343,7484,0
4137,11249,9391,10
4137,19545,2655,10
4137,25127,3266,0
4137,41540,2141,20
4137,30089,1527,10
4137,10536,9424,0
4137,22536,4806,10
4137,49899,3718,0
4137,29684,2196,30
4137,31183,6000,30
4137,18994,6263,20
4137,11005,4985,30
4137,26824,4873,0
4137,20802,6229,0
4137,52741,2880,20
4137,4474,7049,30
4137,20973,7841,10
4137,4703,9213,0
4137,28967,6622,20
4137,6919,4753,20
4137,32214,3102,10
4137,47465,3726,10
4137,38717,7354,0
4137,18459,5304,30
4137,10477,4013,30
4137,24623,611,10
4137,30167,5940,10
4137,5680,1833,0
4137,22554,1780,20
4137,37696,4799,30
4137,39250,7111,10
4137,15107,7680,10
4137,11414,5794,20
4137,45558,7313,0
4137,10205,6398,20
4137,1267,8180,10
4137,27455,1408,0
4137,20846,9902,10
4137,37301,661,0
4137,43040,2910,10
4137,26856,3396,20
4137,45494,7565,10
4137,27518,5585,0
4137,14267,5812,0
4137,18658,4796,0
4137,1369,7771,20
4137,9509,276,20
4137,2919,1689,30
4137,11888,5373,10
4137,11938,2279,10
4137,41713,4309,30
4137,2512,8406,20
4137,24281,1095,10
4137,34190,1110,30
4137,43815,7551,20
4137,38999,3540,30
4137,50041,2999,0
