claimID,balance,uin
7450599762,348844,NBHHLIP22156V032122
9803817026,205103,UIIHLIP22187V032122
4758264866,900825,HDFHLIP22193V072122
2590481115,448429,ICITIOP22094V022122
2571039081,999423,CHIHMGP22132V012122
5902214240,257510,BAJTGOP22119V022122
3620078227,382460,HDFHLIA22141V032122
9558064016,939471,CHOPAGP22042V012122
5328258148,209605,BAJTIDP22129V022122
4458359283,74685,BAJTGOP22119V022122
6866147491,457633,ADIHLGP22023V032122
8699087394,699361,GODPAGP22103V032122
3871163208,66852,ICITGBP22080V032122
5672911321,176616,HDFHLGP22022V032122
3216404761,36057,FGIHLIP22105V022122
2771693994,820027,SBIHLIP22158V012122
3998452707,872839,BAJTIDP22128V022122
7143040935,273352,LIBTGDP22171V012122
5159021447,36127,ICIHLGP22086V022122
9579802541,690825,ICIHLIP22092V032122
3652848733,894783,SBIHLIP22138V042122
6380361529,682866,NAVPAGP22065V032122
4936710119,418789,CHOHLIP21017V012122
8635930617,379457,NAVPAGP22065V032122
9222846754,180175,UIIHLIP22070V042122 
9700548237,450758,KOTHLGP22168V012122
7758400683,911881,ICIPAGP22085V032122
1901855364,788966,ICIPAGP22088V042122
9713866452,659879,SHAHLIP22035V062122 
8483677056,783897,BAJTIOP22124V022122
6010015415,605328,TATHLIP22176V012122
5627448503,171145,NAVHLGP22064V032122
5889023067,167204,SHAHLIP22035V062122 
6186661437,110713,FGIHLIP22105V022122
3687909606,638158,HDFHLGP22143V032122
3648337856,411687,ICIPAGP22077V062122
3861494036,666018,BAJTGOP22172V012122
7890845783,932592,KOTPMGP22116V022122
4376217345,667823,LIBTGDP22098V012122
3189972267,668029,SHAHLIP22030V062122
6574075461,742765,KOTPAIP22072V042122
8920800088,258615,ICIHLIP22092V032122
3692790471,103012,HDFHLIP21005V022122
9965903256,600275,CHOHLGA22186V012122
1412491147,124594,HDFTGBP22159V012122
4974276605,8893,TATHLIP22176V012122
3209167240,735190,NBHTIOP22148V012122
3515620650,860223,TATHLGP21004V032122
4184719724,492284,RQBPAGP22113V012122
3986774476,99092,CHIHLIP22071V012122
3405117649,320258,ICIHLIP22092V032122
2071263459,866114,FGIHMIP22106V032122
3549543311,324276,ADIHLAP21590V012021
5475813775,453030,SHAPAIP22039V022122
3435727912,139560,NBHHLGP22157V032122
9529939185,62275,ADIHLAP21590V012021
8608584103,264384,TATPMIP22009V012122 
2834919861,265329,ICIHLGP22090V032122
4671094588,474092,NAVHLIP22060V032122
8690106830,217800,BAJHLGA22166V012122
2717850354,925846,HDFHLIP22021V042122
6160551425,333974,HDFHLGP22022V032122
9301885526,950600,BAJHLGP22130V022122
2034564912,451683,ICITGBP22095V032122
9095055735,388309,TATPMIP22009V012122 
9850716787,603030,CHIPAGP22044V012122
1288068545,584176,ACKPAIP21638V012021
7688561294,280964,BAJTIDP22128V022122
4490641228,655186,SHAHLIP22036V042122
8878609544,778626,BAJHLIP22192V032122
6688841502,758282,ADIHLAP21588V012021
3651229856,268608,ICITIOP22093V032122
9884098366,830932,NAVHLIP22060V032122
5617315602,343053,HDFHLGP22144V032122
7761921157,620837,SBIHLIP22158V012122
9972156190,691380,SHAHLIP22032V052122
4042226875,498382,BAJTGOP22172V012122
1982484465,601608,TATHLIP22176V012122
4212160058,278192,TATPMIP22009V012122 
5035373798,686144,ICITGDP22082V032122
1841332952,775319,ADIPAIP21628V012021
8188251186,26727,BAJHLIP22192V032122
3750152619,21288,CHOHLGP22183V012122
7334895745,394648,SBIPAGP22182V012122
7304276337,81666,SHAHLIP22031V022122
2243585950,902524,BAJTIOP22125V022122
2791974440,581113,HDFHLIA22188V012122
8827425490,141716,NAVHLGP22067V032122
6538931000,888019,EDLHLIP21012V012122
6266843823,536465,BAJTGDP22120V022122
3555904586,634540,CHOHLGP22183V012122
4558980943,314396,NBHHLIP22156V032122
7400809705,259066,BAJHLIP22024V032122
9832857633,120748,HDFHLGP22144V032122
9019559238,210857,ICIPAGP22085V032122
1346625378,903409,ICIHLGP22083V022122
3295692513,664234,UNIHLGP22161V012122
5982311963,158600,GODPAGP22191V012122
5062832096,192731,KOTHLGP22099V042122
7136240266,569144,SBIHLIP21043V012122
3077415373,749405,SBIPAGP22182V012122
4617530491,564169,ICITIDP22087V032122
3395839862,426281,SHAHLIP22035V062122 
4142434359,226190,BAJHLGP22130V022122
2443780702,200760,HDFTIOP22056V022122
9006962891,30450,UIIHLIP22187V032122
9001938578,69305,NAVPAIP22058V032122
3957574280,182616,UIIHLIP22180V042122
6454452822,481276,BAJTIOP22122V022122
7317210960,557090,NBHHLGP22117V012122
5407468876,879266,GODPAGP22103V032122
5964893747,266370,HDFHLIP22021V042122
8537675307,728374,MAXHLGP22046V012122
4412011969,221470,TATPMIP22009V012122 
7757418867,306115,SHAHLIP22037V062122 
2619611737,817230,ICIHLGP22084V042122
7309597516,131567,OICHLIP21578V012021
6977045171,272934,ICIHLGP22086V022122
6456249032,979672,SBIHLIP22136V032122
4024330137,16304,ICIHLGP22090V032122
6893148622,98624,HDFHLIA22141V032122
1446781823,373249,BAJHLIP22024V032122
9255322985,868525,HDFHLIA22188V012122
1973970754,531143,GODPAGP22103V032122
3004940343,131298,SHAHLIP22034V062122
5734583116,227516,ICIHLIP22096V062122
7716081672,104356,BAJTGOP22126V022122
1294322772,257067,NAVHLGP22064V032122
4837336856,646222,UNIHLGP22161V012122
8794250168,793823,KOTPAIP22072V042122
1874330275,444983,SHAHLIP22029V072122
3682426345,273446,BAJTIOP22122V022122
8835522277,901985,NAVPAIP22058V032122
1807682665,622340,SHAHLIP22030V062122
7988935689,947994,HDFHLGP21002V022122
4287254198,125269,BAJTIOP22125V022122
1113263610,814043,SHAHLIP22140V012122
1404606990,899346,NBHHLGP22157V032122
4626800388,880999,SBIPAGP22182V012122
9623715625,629946,IFFHLGA22170V012122
3814030585,70289,NBHHLGP22157V032122
2483239230,577147,HDFTIOP22052V022122
9935615296,286331,IFFHLIA22178V012122
6360321741,294228,SHAHLIP22040V052122
7505850059,540280,NBHHLIP22151V012122
9653747698,424806,KOTHMGP22115V022122
1009840213,837998,NAVHLIP22133V012122
1070059421,738030,BAJHLIP22019V022122
6934257663,611698,UIIHLIP22187V032122
8961273494,900051,HDFHLGP21001V032122
5518541855,805732,SHAHLIP22102V052122
3523419304,36925,RQBPAGP22113V012122
7165777115,494417,ICITGDP22082V032122
3901103160,928677,SBIPAGP22181V012122
6625048268,467514,TATPMIP22009V012122 
9213220895,61176,HDFTIOP22055V022122
2827208344,462103,HDHHGP21544V012021
8447761570,634463,FGIHLIP22105V022122
9813412784,799692,NBHHLIA22164V012122
1141339646,575299,SHAHLIP22028V072122
6321192724,800032,ICIHLGP22083V022122
8693896639,707614,HDFHLIP21016V012122
3987470536,816070,KOTHLIP22057V052122
3918742435,801408,RQBPAGP22113V012122
6821501474,455818,BAJTGOP22126V022122
1731246180,157573,NAVPAGP22065V032122
6955381429,133518,HDFHLIP22193V072122
2671809707,94553,RQBPAGP22113V012122
2660499177,590674,CHIHLIP22071V012122
4251199923,869716,CHIPAGP22044V012122
2290158959,999027,ICITGBP22095V032122
6901097821,530597,ADIHLAP21589V012021
7587037386,710644,HDFHLIP22193V072122
2216205285,905387,SHAHLIP22140V012122
5623503007,926353,TATHLGP21004V032122
6496145765,463239,SBIPAGP22181V012122
6184903792,450969,FGIHLGP22109V032122
4241603627,144393,IFFHLGA22170V012122
8074912715,23914,HDFHLIP22145V032122
1405245652,721414,NBHHLIA22175V012122
2585431532,803789,NAVHLIP22062V032122
9267530849,906085,IFFHLIA22178V012122
7126153411,971007,BAJTIDP22128V022122
8641954260,792614,NBHHLIA22175V012122
5438186861,453652,GODPAGP22191V012122
8222384149,432731,HDFHLGP22144V032122
4248644428,41844,TATHMGP21015V022122
5483591607,26661,HDFHLGP22144V032122
8697717658,827184,BAJTIOP22122V022122
8753174055,954424,ADIPAIP21628V012021
4154563522,621433,NBHPAIP22153V012122
8007236310,561990,NAVHLIP22133V012122
7348494905,337809,CHIHLIP22071V012122
5716854484,329864,UIIHLIP22070V042122 
1074428718,551326,UIIHLIP22180V042122
9870326444,800898,RQBPAGP22113V012122
1411214188,464747,TATHLGP21004V032122
3731622388,190676,NBHHLIP22151V012122
8950310385,258905,HDFHLIA22188V012122
4544365092,841845,BAJHLGA22166V012122
4765543471,575206,IFFHLGA22170V012122
5203033924,402189,FGIHLIP22104V022122
5574496719,759731,OICHLIP21578V012021
8888850419,298669,BAJTIOP22121V022122
3345834575,48080,NBHHLGP22157V032122
7804645752,73556,UNIHLGP22074V012122
9531298932,138214,SHAHMIP22038V032122
4408182540,205108,FGIHLGP22110V032122
1029873473,539769,TATHLGP21004V032122
3032448826,142955,CHIHLIP22047V012122
3223333025,367152,SHAPAIP22039V022122
1972587041,155153,HDFTGBP22159V012122
9796332222,776249,UNIHLGP22161V012122
4500771227,681412,ICIHLGP22083V022122
7101484043,127077,UIIHLIP22180V042122
1372824920,505423,BAJTGDP22127V022122
8385137849,950599,HDFHLGP22143V032122
9625125125,716414,ICITIOP22078V042122
3391052871,310540,BAJHLGP22020V022122
6043322623,548028,ICITIDP22079V052122
6461694234,709834,EDLHLIP21012V012122
3052429425,644228,ICIPAGP22077V062122
1825240028,824446,HDFTGOP22054V022122
8170618975,16706,SHAHLIP22037V062122 
8658569226,498689,NAVHLGP22069V032122
9463345683,820716,NBHHLIA22164V012122
3390262765,162010,NAVHLGP22068V032122
5470674539,480495,SHAHLIP22027V032122
1268351013,173860,KOTHLIP22057V052122
9225540179,770997,HDFHLIA22188V012122
4636514588,809481,TATPMIP22009V012122 
2515032573,110073,ICITIOP22078V042122
7448565825,324760,NAVHLGP22068V032122
2222091492,634038,ADIHLAP21588V012021
3999148252,261916,HDFHLGP22144V032122
7854156743,152776,BAJTGOP22123V022122
1131484418,909773,SHAHLGP22134V012122
8380319650,869070,NAVHLGP22067V032122
8146313499,781942,NAVHLGP22068V032122
7916685910,451327,SHAHLGP22134V012122
3323797687,462660,ADIHLGP22023V032122
7270062625,982620,NBHTIOP22148V012122
2111477441,254671,UIIHLIP22070V042122 
8359512704,690435,SHAHLIP21011V052122   
3594722685,500224,HDFHLIP22193V072122
6886449218,307661,SHAHLIP22028V072122
9485870728,939452,ICIHLIP22131V012122
8410322785,938413,SHAHMIP22038V032122
5451770866,117752,HDFHLIP22021V042122
7175046639,986512,CHOHLGP22025V012122
8110033798,311060,IFFHLIA22178V012122
5785601974,416586,SHAHLIP22102V052122
3448532501,557317,ICIPAGP22085V032122
3762453601,625715,HDFTGOP22053V022122
4391306179,584853,KOTHLGP22168V012122
7215822716,68120,SHAHLIP22032V052122
4877063929,402068,ICIPAIP22076V042122
4720951488,329647,LIBTIDP22097V012122
9597964355,181809,NAVPAIP22058V032122
5701720408,185287,ICIHLGP22086V022122
2879728823,237345,CHOHLGA22186V012122
2060339499,485871,TATHLIP22176V012122
3157990299,347656,SBIHLIP21043V012122
4306881631,805963,SBIHLIP22158V012122
9660204731,33490,NBHHLIA22164V012122
2321817810,752535,BAJHLGP22020V022122
7073725767,875043,RQBPAGP22113V012122
9834586853,460082,FGIHMIP22106V032122
6481699377,417299,UIIHLIP22180V042122
3946844969,376276,NBHHLIP22151V012122
7022155012,439971,ICITIDP22087V032122
3477710496,810149,HDFTGOP22054V022122
8364690182,396014,ICIPAGP22088V042122
8599733882,90874,ADIHLAP21589V012021
2348889360,180441,FGIHLIP22013V022122
4044962549,658507,FGIHMIP22106V032122
2404121362,134718,ICIHLIP22131V012122
6592046649,858883,KOTPAIP22072V042122
6022354403,464337,BAJTGOP22119V022122
8852188651,363741,HDFHLGP21002V022122
1525457291,332998,IFFHLIA22178V012122
4712121404,418150,NBHHLIP22151V012122
3735777843,297740,ICIHLIP22100V032122
8857781637,360953,HDFHLIP22021V042122
9140575335,715172,BAJTIOP22124V022122
4218568503,916718,ICIHLIP22096V062122
1116066447,749828,HDFHLGP22143V032122
5519427312,855746,NAVHLIP22061V032122
9959064823,83139,UIIHLIP22187V032122
4043291613,828754,ICITGBP22080V032122
1372680423,953624,NAVHLIP22060V032122
5891650390,486887,HDFHLGP22143V032122
1513110741,472697,SHAHMIP22038V032122
1237074462,824111,HDFHLIA22188V012122
6451135740,279476,GODPAGP22103V032122
8671618160,743108,NAVHLGP22067V032122
3267334454,636594,UIIHLIP22187V032122
4978056072,993815,BAJTIOP22124V022122
2546678193,433636,LIBTIDP22097V012122
4423150754,756936,KOTPMGP22116V022122
6071567772,738320,TATHMGP21015V022122
8404419425,471727,ICITIDP22081V042122
9572601873,683538,BAJTIDP22129V022122
6046109447,876465,BAJHLIP22024V032122
4522639466,678238,SBIHLIP22135V032122
3950641344,4076,CHOHLIP21017V012122
6187313138,678790,NAVHLIP22133V012122
3666553041,30073,SHAHLIP22027V032122
8548903023,492158,ICITIDP22087V032122
6212142743,694829,BAJTGOP22123V022122
7158491314,83030,UIIHLIP22187V032122
8017127999,375686,CHOHLIP21017V012122
8895194472,540563,SHAHLGP22134V012122
5495028965,862551,OICHLIP21578V012021
5021215270,874937,BAJHLIA22169V012122
9885005216,100114,SBIHLIP22135V032122
8966450590,192555,NBHHLGP22157V032122
8202336558,131729,FGIHLIP22104V022122
6655968563,465646,ICIHLIP22131V012122
3389455858,996041,ADIHLAP21590V012021
5499154237,463549,NAVHLGP22063V032122
2645715886,944325,HDFHLIP22193V072122
5752356090,915924,HDFTIOP22051V022122
4936048345,678476,UNIHLGP22074V012122
2581150328,347721,ICIHLGP22090V032122
4130830140,8852,ACKPAIP21638V012021
9122159028,929875,SHAHLIP22036V042122
1906097033,277050,NBHHLIP22155V032122
4781334972,916996,NAVHLGP22068V032122
3861991746,294154,BAJHLIP22019V022122
9489872131,35349,ADIPAIP21628V012021
3812801955,673502,SHAHLIP22140V012122
6216035063,510987,ICIPAGP22088V042122
4641420125,94772,SHAHLIP22140V012122
8454789109,615668,UNIHLGP22074V012122
4473014862,801667,ICIHLGP22086V022122
1813637253,674166,ADIHLAP21591V012021
5271629352,368756,BAJHLGP22020V022122
2126142646,857043,SHAHLGP22134V012122
1627939673,442773,HDFTIOP22051V022122
5999676933,993363,BAJTGDP22127V022122
4380889915,651641,ICIPAGP22077V062122
4534289734,653873,NAVPAGP22065V032122
2797242881,626431,SBIHLIP22158V012122
1821336163,355761,ICITGDP22082V032122
5734782626,319295,ADIHLGP22023V032122
7269319866,42603,CHIPAGP22044V012122
7765651518,355280,ADIPAIP21628V012021
9199182376,83163,ICIHLGP22084V042122
6954995558,194010,NAVHLIP22060V032122
1768143484,799859,CHIPAGP22044V012122
4756449108,159513,ICITGDP22082V032122
8190937905,269601,KOTPAGP22075V022122
7935356111,215291,KOTHLGP22099V042122
7129747848,464107,UNIHLGP22074V012122
9422473310,100898,ADIHLAP21591V012021
4251038482,619141,NBHHLGP22154V012122
2540345927,969777,BAJHLGP22165V012122
1280348937,806116,HDFTIOP22052V022122
8534828415,278564,HDFHLIP22021V042122
3611947006,528693,SHAHLIP22033V022122
4276184659,525147,KOTHLGP22168V012122
1873248440,450960,NAVHLGP22067V032122
4073936180,959765,SHAHLIP22034V062122
8588237860,291602,KOTHLIP22057V052122
6274034499,847204,UIIHLIP22070V042122 
7585902253,593045,FGIHLIP22105V022122
3022448490,877688,ICIHLIP22100V032122
3928361974,624574,NAVHLGP22063V032122
9712882980,546969,BAJHLGP22130V022122
5412349215,876625,NAVHLGP22068V032122
9930312546,623694,ICIHMGP22089V032122
8834413557,916948,RQBPAGP22113V012122
9136099297,881569,NAVHLIP22133V012122
3253406037,216498,TATHLGP21004V032122
5354245000,503134,UIIHLGP22008V032122
4158186476,255407,NBHHLGP22157V032122
4655539627,378784,SHAHLIP22102V052122
6930282751,719978,UNIHLIP22139V032122
8515853465,404903,NAVHLIP22059V032122
8212027651,577171,FGIHLGP22110V032122
1928471279,741345,NBHHLGP22117V012122
3650376945,898948,KOTPMGP22116V022122
5273190727,981693,NBHHLGP22157V032122
4057706665,536510,ICIHLIP22131V012122
6563430869,403276,HDFHLGP22142V032122
6993822190,441445,SHAPAIP22039V022122
3400387826,46639,LIBTGDP22171V012122
8018738655,35877,ICITIDP22079V052122
7849236299,109466,UNIHLIP22139V032122
3431744367,23510,BAJTIDP22129V022122
4328556449,803941,SHAHLGP22041V022122
8901341445,227531,CHOHLGP22183V012122
4881578986,470805,ADIPAIP21628V012021
8099393256,532831,SBIHLIP21043V012122
2097236223,311819,HDFTIOP22051V022122
1352709276,811943,FGIHLIP22189V032122
6505211828,148327,NAVHLGP22063V032122
4175730338,772756,LIBTGDP22171V012122
2345443576,404483,LIBTGDP22098V012122
9195546753,995305,HDFHLIP22021V042122
4536318618,342031,GODTGOA22173V012122
9988996222,123884,GODPAGP22191V012122
5874751686,928247,ICIHLIP22131V012122
3828210849,813457,ICIHLGP22083V022122
7040670296,817743,UIIHLIP22070V042122 
7377728803,244179,NAVHLGP22067V032122
1559578243,264768,SBIPAGP22181V012122
5235012468,216832,LIBTGDP22098V012122
9529506932,65543,NAVPAGP22065V032122
6232421812,146622,BAJTIOP22122V022122
3377589742,175687,UIIHLIP22070V042122 
7589010018,346826,NAVHLIP22062V032122
4117673938,296448,SHAHLIP22032V052122
5903692154,734863,UIIHLGP22008V032122
7026068389,498683,ICIHLGP22090V032122
9724060112,545828,ICITIOP22094V022122
5112782529,728709,BAJHLIP22024V032122
5370031416,254103,HDFHLGP21001V032122
7402489464,872616,SBIHLIP22137V032122
9383820493,484393,NAVHLIP22062V032122
5156799461,41863,KOTHLGP22168V012122
1758492798,141832,BAJTGOP22119V022122
8651730945,630794,HDFTGOP22053V022122
3057387583,544398,NAVHLGP22068V032122
5526212039,538167,FGIHMGP22107V032122
9040603466,306465,UIIHLIP22180V042122
3202404053,168509,UIIHLIP22180V042122
6233643188,844438,SHAHLIP22029V072122
8907157835,784324,NICHLIP22045V012122
9415424474,764750,BAJTIOP22122V022122
7954187407,630743,BAJTIOP22122V022122
6366750063,664317,NBHHLGP22154V012122
8230267688,769393,KOTPAGP22075V022122
5265671116,462950,FGIHLGP22110V032122
8808940224,258843,HDFHLIP22193V072122
3192827045,53743,HDHHGP21544V012021
8648841213,61385,BAJTIDP22128V022122
4307035368,598746,BAJTGOP22119V022122
5455244067,674184,SBIHLIP22137V032122
8277227757,622364,NICHLIP22045V012122
2334085788,25658,NAVHLIP22061V032122
5787687697,957353,HDFHLGP22142V032122
1614962330,322847,NAVHLIP22060V032122
3943648428,943748,SHAHLIP22035V062122 
9802132920,581233,NAVHLIP22006V042122
9062058327,929110,NBHPAIP22153V012122
4026362654,57243,ICITIOP22093V032122
7227129934,652933,HDFTGOP22054V022122
1634116601,144626,BAJTGDP22127V022122
8999131606,84659,ICIHLGP22090V032122
9011380583,453901,NAVHLGP22068V032122
9082114456,259105,ICITGBP22095V032122
2325255215,287055,SBIPAGP22182V012122
7250697919,519123,RQBPAGP22113V012122
7462601511,324993,ICIHLIP22096V062122
4295059592,344903,BAJTIOP22124V022122
8316643191,197451,ICIHLIP22100V032122
5726417892,284468,BAJTIOP22125V022122
3631892877,470130,NBHHLIP22155V032122
7421888566,576939,NAVHLGP22063V032122
3263300338,430193,SHAHLIP22140V012122
1961244718,228758,HDFTGOP22054V022122
3603781964,404604,FGIHLIP22112V032122
3261863658,288667,UIIHLIP22187V032122
3369384111,462910,HDFTIOP22056V022122
2179139840,321246,KOTHLGP22099V042122
7575081548,502261,ICITGBP22095V032122
8149865207,588404,HDFTIOP22055V022122
4798206043,38407,HDFTGBP22159V012122
3755744211,419672,NBHHLIP22152V012122
4408746713,91908,FGIHMGP22107V032122
2613212812,947168,NBHHLGP22154V012122
5581433183,755911,KOTHLIP22057V052122
3270372217,293365,FGIHLIP22189V032122
1256378944,841855,CHIPAGP22044V012122
4429895371,18283,NBHHLGP22154V012122
3455341488,512901,ICIPAGP22085V032122
6819221807,571176,NAVPAIP22058V032122
1850419297,594083,UIIHLIP22070V042122 
6342213720,516815,KOTPMGP22116V022122
8825659434,349333,SBIHLIP22136V032122
9573015674,535487,ICITIDP22079V052122
3833800115,501539,ACKPAIP21638V012021
2512300897,65376,HDFHLIP22021V042122
6707327245,327991,NBHPAIP22153V012122
3372045499,556967,UIIHLIP22187V032122
4501084722,691076,HDFHLIP21005V022122
6037548971,589361,NAVHLIP22006V042122
1702086081,714879,ICITIDP22081V042122
3216648445,804820,ICITIDP22081V042122
6790619161,95661,FGIHLGP22110V032122
7163230424,914078,SHAHLIP22030V062122
4922723021,709778,NBHHLIP22152V012122
3667151577,596382,EDLHLIP21012V012122
4732431500,303198,ICITGBP22080V032122
1820474473,877926,NAVHLIP22059V032122
9414441871,851013,TATHMGP21015V022122
8974755200,941047,UIIHLGP22150V032122
4130783253,307585,GODTGOA22173V012122
8178942666,944512,HDFHLGP22144V032122
6816645000,277002,UNIHLGP22161V012122
6444215101,726015,BAJTIDP22128V022122
5967725750,766338,TATPMIP22009V012122 
3760374562,995452,KOTHLIP22057V052122
9859332544,424022,ICIPAIP22091V042122
6509039352,29867,SBIHLIP22158V012122
6411542517,837126,FGIHLIP22013V022122
5070913870,112020,KOTPMGP22116V022122
5971381328,81184,CHIPAGP22044V012122
9854182011,359794,SHAHLIP22040V052122
1465870888,862039,NAVHLIP22060V032122
1613837329,729317,FGIHLIP22189V032122
1437136276,429534,GODTGOA22173V012122
5289242140,868214,HDFHLIP21016V012122
7842773726,523135,SHAHLIP21011V052122   
2862111053,880604,SHAHLGP22134V012122
5958246686,774937,HDFHLIP21016V012122
6606351061,90630,NAVHLGP22063V032122
1834336568,151104,FGIHMGP22107V032122
9499011693,144039,SHAHLIP22036V042122
7465417911,713381,ADIHLAP21589V012021
6612075334,721904,ICITGBP22080V032122
3986694424,778221,SBIHLIP22158V012122
6963572975,22330,UIIHLGP22150V032122
7736069052,451464,ICITGBP22080V032122
1815538111,583426,HDFPAIP21624V012021
2625391570,916584,NAVHLIP22062V032122
9105345911,590601,SBIHLIP22135V032122
4322412458,170778,SHAHLIP22037V062122 
2221373705,351157,CHIHLIP22047V012122
7653312901,233059,OICHLGP22026V012122
3496733708,646400,BAJTIDP22128V022122
3058361523,50234,SBIHLIP22138V042122
2199891338,403648,HDFTGOP22054V022122
4287315808,777586,NIAPAIP22003V012122 
2688765351,450919,ICITIOP22094V022122
1499349432,708798,SHAHLGP22134V012122
2737872565,161279,ICITGBP22095V032122
6915256420,291029,FGIHLGP22109V032122
8718868606,910929,ACKPAIP21638V012021
7956308482,161237,HDFTGBP22159V012122
1852012860,384402,OICHLGP22026V012122
2760423703,769316,FGIHLIP22189V032122
4470311360,758404,NAVPAIP22058V032122
7716640523,810831,HDFHLIP22021V042122
9246034173,312959,BAJTGOP22119V022122
2693438553,575850,SHAHLIP22031V022122
5062408179,284914,SHAHMIP22038V032122
6263266510,755652,NAVHLGP22068V032122
6145676633,686073,LIBTIDP22097V012122
2870253708,178003,NBHHLIP22152V012122
7262675118,139443,ACKPAIP21638V012021
8609420146,389883,SBIHLIP22136V032122
3182047815,907319,BAJTIOP22121V022122
8171605222,431958,FGIHLGP22109V032122
8819527026,464474,FGIHMGP22107V032122
8099681590,109182,CHIHLIP22047V012122
8700876554,649099,NAVHLGP22069V032122
2924102661,663077,LIBTIDP22097V012122
6798485943,866913,SHAHLIP22031V022122
6759470172,900037,SHAHMIP22038V032122
9048766751,919952,ICITIDP22087V032122
2924720114,94978,NAVHLGP22063V032122
8761191990,141108,ICITIDP22081V042122
4334673503,60133,FGIHLIP22105V022122
9599789166,461641,OICHLIP21578V012021
9699404328,532044,GODPAGP22191V012122
1410555550,53903,SHAHLGP22134V012122
1129596900,214151,ICITIOP22093V032122
8388896617,674704,ICIPAGP22077V062122
9533097113,682730,ADIPAIP21628V012021
9690169978,302,UIIHLIP22180V042122
8581006089,137866,SHAHLIP22032V052122
9352775455,247069,FGIHLIP22189V032122
7797606099,189686,BAJHLIP22019V022122
1853083974,880308,UIIHLIP22187V032122
5559336822,753596,ICIPAIP22076V042122
9710705424,325419,FGIHLGP22110V032122
1540209370,440867,BAJTGOP22172V012122
1927501439,14828,KOTHMGP22115V022122
4165135284,482799,BAJHLGP22020V022122
1860239014,475724,KOTHMGP22115V022122
7786385182,79237,SBIHLIP22136V032122
4734751642,662126,ICIPAIP22076V042122
4884041791,438217,BAJHLIP22192V032122
4676818578,461040,HDFTGOP22053V022122
6034735929,491931,LIBTIDP22097V012122
4278590558,929939,NBHPAIP22153V012122
1295156893,81588,KOTHLGP22168V012122
4802119874,822441,TATHLGP21004V032122
2504382558,137609,ICIPAGP22085V032122
7129000596,112013,KOTPAIP22072V042122
8127264031,707817,BAJTGOP22119V022122
8285017969,94561,HDFTGOP22053V022122
9076048074,458455,HDFTGBP22159V012122
3940664458,936159,NBHHLIP22156V032122
7920108052,219069,HDFHLGP21001V032122
3802446689,7172,FGIHLIP22105V022122
2340689102,135158,NAVPAIP22058V032122
5815934678,289504,CHIHLIP22047V012122
4986095647,379191,BAJHLIP22192V032122
4127155049,388092,ICITGDP22082V032122
5741089377,950026,KOTHLGP22168V012122
3324291081,910711,TATHLIP22176V012122
5916789583,595541,NBHHLIP22156V032122
6898713909,425141,NBHHLIP22155V032122
8520415098,723119,CHOHLGA22186V012122
1487359749,528848,SHAHLGP21058V022021
1127538411,19336,SBIHLIP22136V032122
9741529605,501710,NBHHLIP22156V032122
8618323159,108010,UNIHLGP22161V012122
5435039763,927373,BAJHLGP22020V022122
8889411202,481438,SHAHLIP22027V032122
9444984965,752109,BAJHLIP22024V032122
3115995440,985126,ICIPAIP22091V042122
4000836998,786642,MAXHLGP22046V012122
9215456268,720568,BAJTGOP22123V022122
8704684523,655518,FGIHLIP22105V022122
3654878583,395792,SHAHLIP22036V042122
3664243881,396084,HDFTGOP22053V022122
4988967028,505113,FGIHLGP22014V022122
9012512919,985101,NAVHLGP22068V032122
3941413143,690992,HDFTGOP22050V022122
7290791123,682372,SHAHLIP22033V022122
7636089274,433741,SHAHMIP22038V032122
7635891709,161324,ICITIOP22078V042122
1546357984,351898,IFFHLGA22170V012122
3766710828,949599,NBHTIOP22148V012122
7679110132,404184,NAVPAGP22065V032122
9661642361,279170,FGIHMIP22106V032122
5475625370,994983,OICHLIP21578V012021
9223507791,80905,SHAHLGP21058V022021
1332355561,902555,OICHLIP21578V012021
5745602448,214137,ICIPAIP22091V042122
4225119415,105653,HDFHLGP22144V032122
8870900548,599287,HDFHLGP22022V032122
9817332215,37202,NAVHLGP22063V032122
4690071859,808527,ADIPAIP21628V012021
1342502071,479949,NAVHLGP22067V032122
6990330221,492977,FGIHMGP22107V032122
6959708823,169219,NBHHLIP22156V032122
6684209015,604339,CHIHMGP22132V012122
4966244315,752892,ICIPAGP22077V062122
8710696207,747328,HDFHLGP22143V032122
6317307773,492693,FGIHLGP22109V032122
1716983598,171084,EDLHLIP21012V012122
3947435590,727364,HDFTIOP22055V022122
7870735965,815020,SHAHLIP22027V032122
5171918027,842100,ACKPAIP21638V012021
5365283063,673364,ICITGBP22080V032122
7287694995,97205,FGIHLGP22110V032122
8423944166,60831,ICIPAGP22085V032122
4059568523,256078,FGIHLGP22109V032122
9278117958,562522,LIBTIDP22097V012122
4783179797,367810,NBHHLGP22117V012122
8631447028,632949,LIBTIDP22097V012122
8244836958,409907,LIBTIDP22097V012122
5490860823,486950,BAJHLIA22169V012122
5713949143,227112,FGIHLGP22111V032122
7583823581,275925,ICIHLIP22131V012122
4733559217,470363,TATHLGP21004V032122
4065646534,474060,NBHTIOP22148V012122
1483088125,160334,NBHTIOP22148V012122
4727830475,783353,HDFHLGP22142V032122
5059561730,859324,SHAHLGP21058V022021
7468652034,430141,HDFPAIP21624V012021
7012627622,170872,NBHHLGP22117V012122
